longitude,latitude,store_name,street_address,city,state,zip,phone_number
-117.293598,34.078075,T-0188  Orange Show,499 W Orange Show Rd,San Bernardino,CA,92408,(909)381-3391
-118.152284,34.018381,T-0189  Commerce,5600 Whittier Blvd,Los Angeles,CA,90022,(323)725-1121
-118.166743,33.948324,T-0190  South Gate,5700 Firestone Blvd,South Gate,CA,90280,(562)806-2911
-117.94839,33.83311,T-0191  Anaheim,1881 W Lincoln Ave,Anaheim,CA,92801,(714)999-0606
-117.913626,33.787481,T-0192  Garden Grove Harbor,12100 Harbor Blvd,Garden Grove,CA,92840,(714)971-4826
-117.955783,33.760056,T-0193  Brookhurst,13831 Brookhurst St,Garden Grove,CA,92843,(714)534-2142
-118.124184,33.799705,T-0195  Long Beach Bellflower,2270 N Bellflower Blvd,Long Beach,CA,90815,(562)493-5411
-118.148893,33.860818,T-0196  Long Beach South,3705 E South St,Long Beach,CA,90805,(562)633-8171
-118.393605,33.999359,T-0198  Culver City,10820 Jefferson Blvd,Culver City,CA,90230,(310)839-5200
-118.393905,33.888869,T-0199  Manhattan Beach,1200 N Sepulveda Blvd,Manhattan Beach,CA,90266,(310)546-5601
-118.346683,33.826928,T-0200  Torrance,3433 Sepulveda Blvd,Torrance,CA,90505,(310)214-1561
-117.209694,32.752242,T-0201  Sports Arena,3245 Sports Arena Blvd,San Diego,CA,92110,(619)223-2491
-117.180729,32.821163,T-0202  Balboa,5454 Balboa Ave,San Diego,CA,92111,(858)576-0811
-117.079974,32.604747,T-0203  Chula Vista Broadway,1240 Broadway,Chula Vista,CA,91911,(619)425-3850
-117.088749,32.651071,T-0204  Chula Vista North 4th,40 N 4th Ave,Chula Vista,CA,91910,(619)425-5120
-117.150824,32.817237,T-0205  Kearny Mesa,8001 Othello Ave,San Diego,CA,92111,(858)576-1570
-112.083809,33.510045,T-0209  Camelback,740 W Camelback Rd,Phoenix,AZ,85013,(602)263-6035
-110.976985,32.280315,T-0211  Tucson North,4040 N Oracle Rd,Tucson,AZ,85705,(520)293-6191
-117.459765,33.906526,T-0212  Riverside,3520 Tyler St,Riverside,CA,92503,(951)351-8271
-112.152084,33.580412,T-0214  Glendale,10230 N 43rd Ave,Glendale,AZ,85302,(623)931-4434
-94.206876,45.554695,T-0215  St Cloud,4201 W Division St,Saint Cloud,MN,56301,(320)253-4740
-105.055147,39.777833,T-0216  Lakeside,5801 W 44th Ave,Denver,CO,80212,(303)480-0512
-96.654058,40.818077,T-0217  Lincoln,333 N 48th St,Lincoln,NE,68504,(402)464-8292
-99.764306,32.403036,T-0219  Abilene,3710 Ridgemont Dr,Abilene,TX,79606,(325)695-4470
-93.425019,44.854457,T-0220  Eden Prairie,8225 Flying Cloud Dr,Eden Prairie,MN,55344,(952)944-0700
-101.9346,35.1858,T-0221  Amarillo,8201 I-40 W,Amarillo,TX,79121,(806)358-4030
-117.918556,33.991904,T-0222  Puente Hills,17751 Colima Rd,Rowland Heights,CA,91748,(626)913-2880
-87.909259,42.989975,T-0223  Milwaukee Chase,2950 S Chase Ave,Milwaukee,WI,53207,(414)483-2000
-104.803148,41.161154,T-0224  Cheyenne,1708 Dell Range Blvd,Cheyenne,WY,82009,(307)637-8888
-97.103289,33.190519,T-0225  Denton,2315 Colorado Blvd,Denton,TX,76205,(940)387-5833
-117.760203,34.110607,T-0226  Laverne,2462 Foothill Blvd,La Verne,CA,91750,(909)593-2421
-118.046679,33.9397,T-0227  Santa Fe Springs,10621 Carmenita Rd,Santa Fe Springs,CA,90670,(562)946-0851
-118.626945,34.191537,T-0228  West Hills,6635 Fallbrook Ave,West Hills,CA,91307,(818)999-2390
-118.011395,33.803594,T-0229  Cypress,6835 Katella Ave,Cypress,CA,90630,(714)220-2000
-117.83494,33.82352,T-0230  Orange,2191 N Tustin St,Orange,CA,92865,(714)974-2800
-111.989463,33.600803,T-0233  Paradise Valley,12602 N Paradise Village Pkwy W,Phoenix,AZ,85032,(602)953-2151
-94.752973,32.542498,T-0234  Longview,305 W Loop 281,Longview,TX,75605,(903)663-4921
-96.626459,32.811466,T-0235  Mesquite,1629 N Town R E Blvd,Mesquite,TX,75150,(972)681-9071
-96.890362,32.656329,T-0236  Redbird,4343 Gannon Ln,Dallas,TX,75237,(972)709-0031
-88.470945,44.271334,T-0238  Appleton,4301 W Wisconsin Ave,Appleton,WI,54913,(920)731-5566
-92.3733,38.963549,T-0239  Columbia,2400 Bernadette Dr,Columbia,MO,65203,(573)445-9544
-93.30701,45.065649,T-0240  Brooklyn Center,6100 Shingle Creek Pkwy,Brooklyn Center,MN,55430,(763)566-0739
-95.825596,41.243473,T-0243  Council Bluffs,1751 Madison Ave,Council Bluffs,IA,51503,(712)323-2125
-118.149179,34.674119,T-0245  Lancaster,43525 10th St W,Lancaster,CA,93534,(661)949-8584
-118.741537,34.281545,T-0246  Simi Valley,2907 Cochran St,Simi Valley,CA,93065,(805)583-8933
-117.93271,33.91663,T-0248  La Habra,1000 E Imperial Hwy,La Habra,CA,90631,(714)870-0686
-117.987847,33.725408,T-0249  Westminster,16400 Beach Blvd,Westminster,CA,92683,(714)841-4449
-117.886771,33.702833,T-0250  Santa Ana,3300 S Bristol St,Santa Ana,CA,92704,(714)641-4944
-111.787582,33.394377,T-0251  Mesa Central,1135 S Gilbert Rd,Mesa,AZ,85204,(480)926-3443
-111.843742,33.338257,T-0252  Chandler,2020 N Arizona Ave,Chandler,AZ,85225,(480)899-7986
-111.27166,47.493453,T-0253  Great Falls,2000 10th Ave S,Great Falls,MT,59405,(406)727-9281
-100.499442,31.431163,T-0254  San Angelo,4235 Sunset Dr,San Angelo,TX,76904,(325)949-5555
-96.990785,32.839128,T-0255  Irving,3333 W Airport Fwy,Irving,TX,75062,(972)252-9888
-104.788536,39.63657,T-0256  Aurora SE,16010 E Quincy Ave,Aurora,CO,80015,(303)699-1020
-118.560888,34.420089,T-0257  Valencia,24425 Magic Mountain Pkwy,Valencia,CA,91355,(661)254-8001
-117.683929,34.031161,T-0258  Chino,5555 Philadelphia St,Chino,CA,91710,(909)627-8433
-117.705034,33.569861,T-0259  Aliso Viejo,26932 La Paz Rd,Aliso Viejo,CA,92656,(949)643-0337
-93.346827,44.937055,T-0260  St Louis Park,3601 Highway 100 S,Saint Louis Park,MN,55416,(952)926-8855
-119.734045,39.541634,T-0261  Sparks,505 E Prater Way,Sparks,NV,89431,(775)331-4600
-115.207608,36.171684,T-0263  Las Vegas Meadows,278 S Decatur Blvd,Las Vegas,NV,89107,(702)870-1981
-115.060216,36.157445,T-0264  Las Vegas East,1200 S Nellis Blvd,Las Vegas,NV,89104,(702)438-8866
-115.138792,36.115444,T-0265  Las Vegas Flamingo,4001 S Maryland Pkwy,Las Vegas,NV,89119,(702)732-2218
-112.069197,33.639022,T-0266  Deer Valley,16806 N 7th St,Phoenix,AZ,85022,(602)375-1500
-121.25421,38.74604,T-0267  Roseville,1925 Douglas Blvd,Roseville,CA,95661,(916)786-8787
-121.28698,38.594384,T-0268  Rancho Cordova,10881 Olson Dr,Rancho Cordova,CA,95670,(916)638-4971
-95.816142,36.133812,T-0270  Eastland,14009 E 21st St,Tulsa,OK,74134,(918)438-8400
-104.962005,39.565418,T-0271  Douglas County,1950 E County Line Rd,Highlands Ranch,CO,80126,(303)797-1911
-120.996348,37.687077,T-0273  Modesto,3405 Mchenry Ave,Modesto,CA,95350,(209)572-3341
-117.099056,33.113904,T-0274  Escondido,1280 Auto Park Way,Escondido,CA,92029,(760)489-6119
-119.845188,36.809599,T-0275  Fresno West,3150 W Shaw Ave,Fresno,CA,93711,(559)275-7059
-117.32898,34.506216,T-0276  Victorville,15321 Palmdale Rd,Victorville,CA,92392,(760)241-3357
-121.76447,38.662424,T-0277  Woodland,1280 E Gibson Rd,Woodland,CA,95776,(530)661-3982
-82.995197,42.627875,T-0278  Lakeside,13221 Hall Rd,Shelby Township,MI,48315,(586)254-7100
-83.197086,42.327948,T-0279  Dearborn,15901 Ford Rd,Dearborn,MI,48126,(313)336-5000
-83.254335,42.203042,T-0280  Southland,14099 Pardee Rd,Taylor,MI,48180,(734)374-0303
-83.391181,42.337421,T-0281  Westland,35401 Warren Rd,Westland,MI,48185,(734)728-4444
-83.108243,42.528196,T-0282  Madison Heights,32001 John R Rd,Madison Heights,MI,48071,(248)585-9000
-83.333279,42.642494,T-0284  Waterford,355 Summit Dr,Waterford,MI,48328,(248)681-1818
-117.851007,33.759652,T-0286  Santa Ana,1330 E 17th St,Santa Ana,CA,92705,(714)541-4593
-118.5031,34.272747,T-0287  Granada Hills,17055 San Fernando Mission Blvd,Granada Hills,CA,91344,(818)360-2999
-118.587345,34.167035,T-0288  Woodland Hills,20801 Ventura Blvd,Woodland Hills,CA,91364,(818)713-2707
-118.063068,33.846647,T-0289  Cerritos,20200 Bloomfield Ave,Cerritos,CA,90703,(562)860-9909
-118.316692,33.886647,T-0290  Gardena,2169 W Redondo Beach Blvd,Gardena,CA,90247,(310)327-0762
-117.382208,33.947269,T-0291  Riverside Arlington,3333 Arlington Ave,Riverside,CA,92506,(951)784-6430
-118.182159,33.816356,T-0292  Long Beach,950 E 33rd St,Long Beach,CA,90807,(562)427-7751
-117.87431,33.88868,T-0293  Fullerton,2920 Yorba Linda Blvd,Fullerton,CA,92831,(714)579-3090
-118.371702,34.186914,T-0294  North Hollywood,11051 Victory Blvd,North Hollywood,CA,91606,(818)761-3083
-118.286191,33.809459,T-0295  Carson,651 W Sepulveda Blvd,Carson,CA,90745,(310)549-6474
-117.061086,32.981959,T-0296  Poway,14823 Pomerado Rd,Poway,CA,92064,(858)679-8202
-117.244475,34.136162,T-0297  San Bernardino,2380 Sterling Ave,San Bernardino,CA,92404,(909)881-2671
-119.23662,34.262225,T-0298  Ventura,4200 E Main St,Ventura,CA,93003,(805)644-9871
-118.561979,34.231079,T-0299  Northridge,8840 Corbin Ave,Northridge,CA,91324,(818)772-0494
-117.689038,33.606226,T-0300  Mission Viejo,24500 Alicia Pkwy,Mission Viejo,CA,92691,(949)583-1298
-117.575007,34.107473,T-0301  Rancho Cucamonga,10576 Foothill Blvd,Rancho Cucamonga,CA,91730,(909)948-9952
-117.98074,34.138374,T-0302  Duarte,1050 Huntington Dr,Duarte,CA,91010,(626)303-8858
-117.329688,33.184132,T-0303  Oceanside,2255 S El Camino Real,Oceanside,CA,92054,(760)967-8335
-116.959671,32.808644,T-0304  El Cajon,250 Broadway,El Cajon,CA,92021,(619)442-9641
-117.14598,32.911789,T-0305  Mira Mesa,8251 Mira Mesa Blvd,San Diego,CA,92126,(858)530-1901
-116.480319,33.789201,T-0307  Palm Springs,67750 E Palm Canyon Dr,Cathedral City,CA,92234,(760)321-7425
-120.435082,34.921666,T-0309  Santa Maria,223 E Betteravia Rd,Santa Maria,CA,93454,(805)922-9904
-121.498115,38.562218,T-0310  Sacramento Riverside,2505 Riverside Blvd,Sacramento,CA,95818,(916)444-0993
-121.3461,38.66148,T-0311  Sacramento Madison,5001 Madison Ave,Sacramento,CA,95841,(916)348-3701
-121.402035,38.600512,T-0312  Sacramento Arden,1919 Fulton Ave,Sacramento,CA,95825,(916)483-6093
-121.314249,37.991977,T-0313  Stockton,4707 Pacific Ave,Stockton,CA,95207,(209)476-8081
-119.77147,36.780259,T-0314  Fresno South,3173 E Shields Ave,Fresno,CA,93726,(559)228-8471
-119.036706,35.340211,T-0316  Bakersfield,1300 Wible Rd,Bakersfield,CA,93304,(661)836-2391
-121.806899,39.725748,T-0317  Chico,1951 E 20th St,Chico,CA,95928,(530)343-3770
-121.633002,39.145443,T-0318  Yuba City,1153 Butte House Rd,Yuba City,CA,95991,(530)671-6881
-111.907863,33.379456,T-0319  Tempe,1818 E Baseline Rd,Tempe,AZ,85283,(480)831-9162
-122.464555,37.673561,T-0320  Colma,5001 Junipero Serra Blvd,Colma,CA,94014,(650)992-8433
-122.217934,37.474063,T-0321  Redwood City,2485 El Camino Real,Redwood City,CA,94063,(650)363-8940
-122.108145,37.400574,T-0322  Mountain View,555 Showers Dr,Mountain View,CA,94040,(650)965-7764
-122.036335,37.323991,T-0323  Cupertino,20745 Stevens Creek Blvd,Cupertino,CA,95014,(408)725-2651
-121.918857,37.263658,T-0324  San Jose West,1811 Hillsdale Ave,San Jose,CA,95124,(408)267-7900
-121.813325,37.307145,T-0325  San Jose East,3155 Silver Creek Rd,San Jose,CA,95121,(408)238-7800
-122.128318,37.687404,T-0327  San Leandro,15555 Hesperian Blvd,San Leandro,CA,94579,(510)895-5811
-121.932229,37.705437,T-0328  Dublin,7200 Amador Plaza Rd,Dublin,CA,94568,(925)829-8900
-122.065956,37.976366,T-0330  Pleasant Hill,560 Contra Costa Blvd,Pleasant Hill,CA,94523,(925)685-6069
-122.224036,38.130914,T-0331  Vallejo,904 Admiral Callaghan Lane,Vallejo,CA,94591,(707)642-0419
-121.8401,38.008,T-0332  Pittsburg,4301 Century Blvd,Pittsburg,CA,94565,(925)778-8950
-97.371311,27.707079,T-0335  Corpus Christi,5425 S Padre Island Dr,Corpus Christi,TX,78411,(361)993-9342
-117.81043,33.683635,T-0336  Irvine,3750 Barranca Pkwy,Irvine,CA,92606,(949)857-8337
-122.225056,47.910344,T-0337  Everett,405 SE Everett Mall Way,Everett,WA,98208,(425)353-3167
-122.267381,47.832901,T-0338  Lynnwood,18305 Alderwood Mall Pkwy,Lynnwood,WA,98037,(425)670-1435
-122.171952,47.574734,T-0339  Factoria,4053 Factoria Square Mall SE,Bellevue,WA,98006,(425)562-0830
-122.480048,47.237353,T-0341  North Tacoma,3320 S 23rd St,Tacoma,WA,98405,(253)627-2112
-122.295278,47.158795,T-0342  Puyallup,3310 S Meridian,Puyallup,WA,98373,(253)840-2900
-122.588447,45.652483,T-0343  Vancouver,7809C NE Vancouver Plaza Dr,Vancouver,WA,98662,(360)253-4324
-122.787774,45.487016,T-0344  Beaverton,10775 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,(503)626-8345
-122.781212,45.455272,T-0345  Washington Square,9009 SW Hall Blvd,Tigard,OR,97223,(503)624-0273
-122.567999,45.431962,T-0346  Clackamas,9000 SE Sunnyside Rd,Clackamas,OR,97015,(503)659-1057
-83.973034,43.481289,T-0347  Saginaw,2772 Tittabawassee Rd,Saginaw,MI,48604,(989)793-7226
-122.488092,48.784126,T-0348  Bellingham,30 Bellis Fair Pkwy,Bellingham,WA,98226,(360)734-0220
-122.51617,47.163179,T-0349  Lakewood,5618 Lakewood Town Center Blvd SW,Lakewood,WA,98499,(253)581-7171
-83.751413,42.982793,T-0350  Flint,G3515 Miller Rd,Flint,MI,48507,(810)230-7310
-83.128074,42.638687,T-0351  Rochester,2887 S Rochester Rd,Rochester Hills,MI,48307,(248)853-1590
-83.341245,42.366721,T-0352  Wonderland,30007 Plymouth Rd,Livonia,MI,48150,(734)522-7011
-83.300492,42.32777,T-0353  Dearborn Heights,26650 Ford Rd,Dearborn Heights,MI,48127,(313)565-0404
-83.476878,42.322998,T-0354  Canton,43670 Ford Rd,Canton,MI,48187,(734)454-1133
-95.760713,39.028981,T-0355  Topeka,2120 SW Wanamaker Rd,Topeka,KS,66614,(785)273-9841
-106.549691,35.129729,T-0356  Albuquerque Wyoming,8510 Montgomery Blvd NE,Albuquerque,NM,87111,(505)293-9223
-106.529133,35.085567,T-0357  Albuquerque Lomas,11120 Lomas Blvd NE,Albuquerque,NM,87112,(505)292-9110
-119.697188,36.806762,T-0358  Clovis,900 Shaw Ave,Clovis,CA,93612,(559)297-4691
-117.147402,33.505685,T-0359  Rancho California,29676 Rancho California Rd,Temecula,CA,92591,(951)676-2668
-93.205787,44.791031,T-0360  Eagan,2000 Cliff Lake Rd,Eagan,MN,55122,(651)688-8706
-84.541655,42.663887,T-0361  Lansing South,500 E Edgewood Blvd,Lansing,MI,48911,(517)882-9084
-122.960042,45.507587,T-0362  Hillsboro,2295 SE Tualatin Valley Hwy,Hillsboro,OR,97123,(503)693-1016
-111.887768,33.54027,T-0363  Scottsdale,9000 E Indian Bend Rd,Scottsdale,AZ,85250,(480)951-4403
-89.592203,44.907606,T-0364  Wausau,2707 Schofield Ave,Schofield,WI,54476,(715)355-4494
-84.417495,42.720547,T-0365  East Lansing,4890 Marsh Rd,Okemos,MI,48864,(517)347-0700
-84.524502,37.992298,T-0366  Lexington,131 West Reynolds Rd,Lexington,KY,40503,(859)273-9403
-84.380342,33.924603,T-0371  Sandy Springs,235 Johnson Ferry Rd NW,Atlanta,GA,30328,(404)256-4600
-84.478994,33.897726,T-0373  Smyrna,2201 Cobb Pkwy SE,Smyrna,GA,30080,(770)952-2241
-84.010016,33.645948,T-0379  Conyers,1648 Hwy 138 SE,Conyers,GA,30013,(770)929-3300
-81.153858,35.26078,T-0387  Gastonia,197 Old New Hope Rd,Gastonia,NC,28054,(704)864-3271
-80.084504,26.721969,T-0391  West Palm Beach,1760 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,(561)689-3030
-85.686508,43.020269,T-0397  Grand Rapids North,3248 Alpine Ave NW,Grand Rapids,MI,49544,(616)784-8311
-85.785604,42.902812,T-0399  Grand Rapids SW,334 Chicago Dr,Jenison,MI,49428,(616)457-7020
-96.11659,41.294737,T-0530  Omaha NW,4001 N 132nd St,Omaha,NE,68164,(402)431-0060
-95.262476,38.923558,T-0531  Lawrence,3201 S Iowa St,Lawrence,KS,66046,(785)832-0660
-96.043922,41.162315,T-0532  Papillion,718 N Washington St,Papillion,NE,68046,(402)597-9900
-90.523869,41.573437,T-0533  Davenport,5225 Elmore Ave,Davenport,IA,52807,(563)344-9447
-85.588834,42.220537,T-0604  Kalamazoo,6839 S Westnedge Ave,Portage,MI,49002,(269)327-3180
-83.027155,42.552772,T-0605  Sterling Heights,35700 Van Dyke Ave,Sterling Heights,MI,48312,(586)795-9960
-122.696411,47.658152,T-0606  Silverdale,3201 NW Randall Way,Silverdale,WA,98383,(360)692-3966
-122.934565,47.045229,T-0607  Olympia,2925 Harrison Ave NW,Olympia,WA,98502,(360)943-9955
-122.986053,44.938759,T-0608  Salem,3790 Center St NE,Salem,OR,97301,(503)588-7116
-123.07849,44.63038,T-0609  Albany,2255 14th Ave SE,Albany,OR,97321,(541)926-5727
-85.18829,42.262173,T-0610  Battle Creek,5700 Beckley Rd,Battle Creek,MI,49015,(269)979-4940
-83.344108,42.452217,T-0611  Farmington Hills,30020 Grand River Ave,Farmington Hills,MI,48336,(248)476-1808
-123.047081,44.070831,T-0612  Springfield,2750 Gateway St,Springfield,OR,97477,(541)741-0410
-122.878167,42.346538,T-0613  Medford,2000 Crater Lake Hwy,Medford,OR,97504,(541)779-0856
-118.954202,35.392424,T-0614  Bakersfield NE,3401 Mall View Rd,Bakersfield,CA,93306,(661)872-9929
-122.351621,40.586177,T-0615  Redding,1280 Dana Dr,Redding,CA,96003,(530)223-0123
-84.627219,42.740269,T-0616  West Lansing,5609 W Saginaw Hwy,Lansing,MI,48917,(517)886-9488
-116.285669,43.61051,T-0617  Boise,633 N Milwaukee St,Boise,ID,83704,(208)375-3275
